price,title,location,bhk,bathroom,area
12000,2BHK Available For Rent,"Sector 127, Mohali",2,2,1000
13000,1bhk flat at manav enclave near mander nagar call for more photos vdo,"Mander Nagar, Kharar",1,1,1234
17000,One room set,"Sector 36A, Chandigarh",1,1,500
18500,Well lit clean two room set with kitchen bath and verandah,"Sector 37D, Chandigarh",1,1,920
15000,Independent fully furnished 2 room set in sec 49d,"Sector 49B, Chandigarh",2,1,100
15000,Independent owner free 2 room set in sec 49,"Sector 49B, Chandigarh",2,1,100
30000,2BHK Flat. Furnished. First floor. Independent portion. Ownerfree,"Sector 49B, Chandigarh",2,2,1000
15000,Independent furnished 2 room set in Sector 49d,"Sector 49B, Chandigarh",2,1,100
22000,Two Rooms Kitchen Bathroom set. Furnished. Independent set,"Sector 20A, Chandigarh",2,1,1000
6000,Independent room in kharar,"Khanpur, Kharar",1,1,200
7500,1 room set fully indipendent at Kharar Mohali,"Sector 125, Mohali",1,1,750
14000,2BHK Room For Rent,"Shivalik City, Kharar",2,2,1150
11500,Independent floor,"Sector 127, Mohali",1,1,550
27000,Independent House for Rent,"Khanpur, Kharar",3,2,1080
11000,Single room with bathroom and balcony  attached is available,"Sector 49B, Chandigarh",1,1,120
13000,Private Room in 3BHK  Huge Balcony  Airport Road,"Sector 123, Mohali",3,2,3000
24000,1bhk 2bhk 3bhk available for rent,"Mundi Kharar Ward No 3, Kharar",2,2,1000
26000,TOP FLOOR FOR RENT,"Sector 20D, Chandigarh",2,2,2250
15000,1BHK In Sector 37B,"Sector 37B, Chandigarh",1,1,610
9000,House for rent,"Swaraj Nagar, Kharar",1,1,1100
7500,Rent house sector 32 c,"Sector 32C, Chandigarh",1,1,1000
24000,3BHK Apartment for rent-2 Rooms available for girls.,"Khanpur, Kharar",3,2,1035
35000,2bhk in 37A chandigarh,"Sector 37A, Chandigarh",2,1,1400
16000,2 BHK FOR RENT,"Shivalik City, Kharar",2,2,1500
90000,3 Bhk ultra luxury flat available for Rent in Mohali,"Sector 82, Mohali",3,3,2550
65000,3 Bhk fully furnished flat available for rent on airport road,"Airport Road, Zirakpur",3,3,2250
15000,2 BHK for Rent in Janta Nagar Kharar,"Sector 15, Kharar",2,2,1200
21000,2 bhk fully furnished...bachelor allow.pets not allowed,"Sector 127, Mohali",2,2,1000
20000,2BHK (OWNER FREE) FLAT AVAILABLE SECTOR 123 NEW SUNNY ENCLAVE,"Sector 123, Mohali",2,2,1550
8000,Two spacious 2 rooms with 2 washrooms attached,"Guru Teg Bahadur Nagar, Kharar",2,2,100
14000,Ground floor Individual house rent,"Shivalik City, Kharar",2,1,900
26000,2bhk ludhaiana road near GGS college,"Khanpur, Kharar",2,2,1280
25000,Owner free Prime location 2bhk Semi furnished Flat for Rent in 49D Chd,"Sector 49B, Chandigarh",2,2,1500
14500,1Bhk available flat Furnished In Gillco Valey,"Sunny Enclave, Kharar",1,1,1250
10000,Room for rent,"Garden Colony, Kharar",1,1,200
6000,Roommate requried,"Shivalik City, Kharar",1,1,1
55000,3BHK FULLY FURNISHED FLAT AVAILABLE IN GREEN LOTUS UTSAV,"Airport Road, Zirakpur",3,3,2200
30000,"Belchors, girls, small family, company","Sector 35D, Chandigarh",3,1,500
7000,"Roommate roommate, roommate, room, room, room room","Khuni Majra, Mohali",1,1,100
5000,Need a girl roommate,"Sector 127, Kharar",3,3,1500
15000,2 bhk for rent,"Sector 124, Mohali",2,2,1200
35000,2bhk ground floor,"Sector 37C, Chandigarh",2,2,1000
30000,2bhk 2 washroom,"Sector 20A, Chandigarh",2,2,1100
45000,3bhk first floor,"Sector 27D, Chandigarh",3,3,1000
9500,1 big size room fully furnished for small family,"New Hari Enclave, Kharar",1,1,900
16500,2 bhk furnished independent first floor,"Sector 124, Mohali",2,2,1600
20500,"2BHK, NEAR CHANDIGARH UNIVERSITY, DIRECT OWNER","Khanpur, Kharar",2,2,720
21000,Independent house for rent,"Sector 127, Kharar",2,2,1100
12500,2 rooms with 2 washroom with kitchen at GF nearby landra road kharar,"Shivalik City, Kharar",2,2,900
16500,1 AC 2 Room Set Full Furnished Full independent brokerage 50%,"Sector 48, Chandigarh",2,1,1600
15000,Owner free newly built 2room set sec 49d,"Sector 49B, Chandigarh",2,1,100
6000,1 room set with kitchen and bathroom,"Khanpur, Kharar",1,1,550
24000,"2 bhk Fully furnished with big drawing dining, kitchen & 3 bathrooms","Shivalik City, Kharar",2,3,1800
16000,One room with washroom and kitchen,"Sector 40A, Chandigarh",1,1,1000
10500,1 Bedroom Available in Spacious 2BHK,"Sector 115, Kharar",2,2,1400
15000,1 Room Kitchen Bathroom set. Furnished. First floor.,"Sector 46A, Chandigarh",1,1,500
17000,Two Rooms Kitchen Bathroom set. First floor.,"Sector 19B, Chandigarh",2,1,1000
21000,A 2BHK Flat Available for Rent with almost all the required facilities,"Sector 45C, Chandigarh",2,1,800
12000,2bhk and 1bhk for rent,"Khanpur, Kharar",2,2,1000
13500,1BHK Available for rent near Chandigarh University,"Khanpur, Kharar",1,1,675
8500,Independent 3 bhk flat for sharing,"Guru Teg Bahadur Nagar, Kharar",3,2,255
36000,independent or sharing for girls,"Sector 22B, Chandigarh",2,2,120
11000,Independent Two BHK Flat In Shivjot,"Jhungian, Mohali",2,1,700
24000,12000 per head,"Sector 22B, Chandigarh",3,1,1000
15000,Independent furnished rone room set available,"Sector 65, Mohali",1,1,200
6500,Double bed geyser fan cupboards without kitchen,"Khanpur, Kharar",1,1,1000
6000,1 Seat Available in Luxury 3BHK Flat for Boys,"Khanpur, Kharar",3,3,1500
16500,3 BHK FLAT / 300 UNITS FREE,"Sunny Enclave, Kharar",3,3,1350
8000,Room for rent,"Ranjeet Nagar, Kharar",1,1,100
28000,3 BHK FURNISHED FLAT,"Sector 115, Kharar",3,2,1800
13000,2 BHK FLOOR FOR FAMILY,"Sector 127, Kharar",2,2,1100
25000,2 room set fully furnished for girls only,"Sector 27D, Chandigarh",2,1,1800
39000,3 bhk newly built for working family only,"Sector 42B, Chandigarh",3,3,2000
13500,Room for rent,"Bansa Wali Chungi Mohalla, Kharar",1,1,110
40000,Independent 2 bhk fully furnished for students working family,"Sector 38A, Chandigarh",2,2,2000
26000,2 bhk unfurnished for working family only,"Sector 44C, Chandigarh",2,2,1800
8000,Rant for sharing for girl,"Sunny Enclave, Kharar",2,2,700
9499,Spacious two bedrooms with one kitchen. For rent.,"Khanpur, Kharar",1,2,650
20000,FOR LIVE-IN COUPLE OR BOYS OR GIRLS 1BHK/ TWO ROOM SET,"Sector 38D, Chandigarh",2,1,1621
36000,For rent students,"Khanpur, Kharar",3,3,120
8000,One room set for single  serious girl student,"Sector 34C, Chandigarh",1,1,1311
45000,4 BHK available for rent,"Airport Road, Zirakpur",4,4,2200
9000,GTB nagar kharar,"Guru Teg Bahadur Nagar, Kharar",1,1,20
26000,3BHK FLAT FOR RENT @26k,"Sector 127, Kharar",3,2,1300
6000,Only for girl 2 bhk sharing flat,"JTPL Township, Kharar",2,1,2754
18000,2 bhk fully furnished,"Sector 115, Kharar",2,2,1000
14999,1bhk fully furnished owner free,"New Hari Enclave, Kharar",1,1,1000
20000,Only for girls and independent,"Sector 38A, Chandigarh",2,2,500
3500,Need girls roommate,"Sector 65, Mohali",3,1,300
35000,"3bhk apartment for rent, 3bhk flat for rent, 3 BHK FLAT ON RENT, 3BHK","Airport Road, Zirakpur",3,2,1550
50000,NEW CONSTRUCTION 3BHK WITH BATHROOM  UNFURNISHED,"Sector 38D, Chandigarh",3,3,1621
22000,2 Room Set for Rent,"Sector 45C, Chandigarh",2,1,448
20000,1bhk / 2bhk flat available,"Sector 123, Mohali",2,2,100
15500,2Bhk 1st Floor Unfurnished Sector -125 Sunny Enclave,"Sunny Enclave, Kharar",2,2,1250
30000,3bhk flat for families,"Khanpur, Kharar",3,3,1425
9000,Independent PG room boys and girls,"Khanpur, Kharar",1,1,500
9500,1 girl needed for 2bhk flat fully furnished,"Janta Nagar, Kharar",2,2,78
5250,Room avilable (full room or in Sharing) in aman residency,"Main Bazar, Kharar",2,2,20
9000,Ac room for single girl student,"Sector 35C, Chandigarh",1,1,1821
16500,2bhk ground floor independent owner free flat,"LIC Colony, Kharar",2,2,1
16000,2 bhk flat,"Khanpur, Kharar",2,1,1000
26000,3 bhk unfurnished on first floor society flate,"Sector 48, Chandigarh",3,2,1800
21000,Independent spacious 1BHK  furnished 1st floor sector 42,"Sector 42B, Chandigarh",1,1,1100
13500,"Fully furnished flat with AC, RO, Fridge,Gas cylinder with chulla all","Khanpur, Kharar",1,1,1300
22000,No item will be given by the owner,"Gillco Valley, Kharar",2,3,330
22000,Fully furnished 2ac 2bed 1 ro geyser power backup washing machine all,"Sector 65, Mohali",2,2,150
25000,2 room set fully furnished on ground floor,"Sector 37A, Chandigarh",2,1,1800
23000,2bhk with 2 bath first floor for bank mnc,"Sector 44C, Chandigarh",2,2,1821
24000,2bhk Full furnished first floor only family,"Sector 44B, Chandigarh",2,2,2311
30000,3 bhk near Airport,"Sector 66B, Mohali",3,3,1800
20000,Luxury independent villa for rent fully furnished with ac fridge furni,"Khanpur, Kharar",2,2,1000
15000,1bhk Full floor with open terrace,"Sector 44B, Chandigarh",1,2,2300
21000,2BHK Flat for Rent Fully Furnished,"Khanpur, Kharar",2,2,778
25000,3bhk with.  3 bath furnished for family,"Sector 44B, Chandigarh",3,3,2821
20000,Independent owner free near highway markit flat,"Guru Teg Bahadur Nagar, Kharar",2,2,1
12500,1BHK FULLY FURNISHED FLAT OWNER FREE. GILLCO VALLEY SECTOR 127.,"Sector 127, Mohali",1,1,8
15000,Spacious 3BHK For RENT,"Preet Nagar, Kharar",3,2,2500
9000,Indipendent house for rent,"New Hari Enclave, Kharar",2,2,700
50000,For Rent 3BHK First Floor 10 marla Newly Sector 37,"Sector 37B, Chandigarh",3,2,1500
18000,1st floor for Rent i Block Aerocity Mohali,"Airport Road, Zirakpur",2,2,900
6500,1bhk flat avaliable in 3bhk flat,"Sunny Enclave, Kharar",1,1,140
6000,One Bedroom (1BRK) with Independent Kitchen & Bath,"Garden Colony, Kharar",1,1,180
29000,3 BHK Fully Furnished,"Sector 34A, Chandigarh",3,3,2700
30000,Four room with kitchen and washroom,"Sector 38A, Chandigarh",4,1,1000
14000,2 BHK FULLY FURNISHED FLAT,"Sector 127, Mohali",2,2,1250
78000,4+ BHK Luxurious Apartment,"Sector 66A, Mohali",4,4,3122
11500,One room set with lift furnished,"Sector 49A, Chandigarh",1,1,1821
11000,Owner free 1 room without Ac for Girls,"Sector 15B, Chandigarh",1,1,2026
23000,Furnished 2  rooms for Girls/ Boys with Flexible Timings 24/7,"Sector 15A, Chandigarh",2,1,2026
18000,Independent 1 room attach kitchen and bath for Girls,"Sector 21B, Chandigarh",1,1,2026
14000,Independent Furnished 1 room for Girls without Timing Restrictions,"Sector 15B, Chandigarh",1,1,2026
60000,Fully Independent  fully Furnished 3bhk for Girls/Family,"Sector 20A, Chandigarh",3,2,2026
14000,Independent 1 room for Girls without Timing Restrictions,"Sector 15A, Chandigarh",1,1,2026
15000,Independent Well Built 1 room for Girls,"Sector 15A, Chandigarh",1,1,2026
20000,Fully Independent Newly Built 1 room attach bath for Single Girl,"Sector 18C, Chandigarh",1,1,2100
15000,Independent room with attach bath and common kitchen for Single Girl,"Sector 15B, Chandigarh",1,1,2026
19000,Newly Built Owner free Furnished  1bhk for Single Girl,"Sector 21B, Chandigarh",1,1,2026
7000,Fully furnished room available for girls,"Shivalik City, Kharar",1,1,3600
75000,3BHK sector -32 D,"Sector 32D, Chandigarh",3,3,1633
17000,Independent owner free near highway markit walking distance par hai aw,"Khanpur, Kharar",2,2,1
7500,1rrk kitchen washroom independent owner free near highway markit,"Khanpur, Kharar",1,1,1
15000,"Spacious new built house,Nearby PGI AND PANJAB UNIVERSITY","Sector 19C, Chandigarh",1,1,400
13000,2BHK FLAT FOR RENT,"Dashmesh Nagar, Kharar",2,2,200
7500,Fully furnished room attached kitchen washroom in kharar,"Mundi Kharar Ward No 3, Kharar",1,1,1
13000,Only boys or couples are preferred,"Sunny Enclave, Kharar",3,3,1400
16000,2 bhk newly build up,"Sector 124, Mohali",2,2,1350
28500,"2BHK,Lobby,drawing room senifurnished  in sector 66 b IT city block c","Bakarpur 264, Mohali",2,2,2200
12000,Working parsons,"Khanpur, Kharar",2,2,1060
6000,PG for Girls and Boys,"Guru Teg Bahadur Nagar, Kharar",1,1,190
13500,"2 room set with Ac, Friz, bed, Almirah, fan","Mundi Kharar Ward No 3, Kharar",2,1,990
24500,3BHK for rent,"Sector 124, Mohali",3,2,1500
15000,Independent onwnwr free 1 bhk available for Couple/boys/ girls,"Sector 15A, Chandigarh",1,1,1000
22500,Fully furnished 2bhk,"Sector 123, Mohali",2,2,1500
10500,1BHK VACANT IN 2BHK (INDEPENDENT ),"Sector 123, Mohali",2,2,200
10000,House for rent 1 st floor,"Mandi Kharar, Kharar",1,1,1000
18000,4 BHK Independent Floor Near Airport Road Mohali – Family Only,"Sector 125, Mohali",4,2,1800
13000,Owner free.,"Sector 40A, Chandigarh",1,1,200
10000,Newly made flats fully furnished independent flats,"Khanpur, Kharar",1,2,200
26000,3 bhk fully furnished independent flat,"Sector 123, Mohali",3,2,1650
18000,2bhk flat near cu modern valley khanpur,"Khanpur, Kharar",2,2,1
18000,2bhk independent owner free flat city heart,"Gillco Valley, Kharar",2,2,1
7000,1rrk kitchen washroom independent owner free room available here's,"Guru Teg Bahadur Nagar, Kharar",1,1,1
17000,Independent owner free near highway markit walking distance,"Shivalik City, Kharar",2,2,1
10000,"Semi-Furnished 1 BHK Flat for Rent in Sector 38 West, Chandigarh","Sector 38 West, Chandigarh",1,1,412
8750,1 Room Available in Fully Furnished 2BHK at Divine Global Homes,"Sector 115, Kharar",2,2,9
23000,2Bhk Fully Furnished 1st floor Sunny Enclave Sector 125,"Sunny Enclave, Kharar",2,2,2500
6000,Tolet for girls Sec 22C chandigarh,"Sector 22C, Chandigarh",2,1,1500
15000,2bhk for rent for family,"Dashmesh Nagar, Kharar",2,2,110
7000,House for rent(7000 single room),"Khanpur, Kharar",3,3,150
20000,2bhk kothi rent,"Gillco Valley, Kharar",2,2,1
26000,3 bhk unfurnished for working family only,"Sector 48, Chandigarh",3,2,1700
7000,Room for rent  Sector 29b chandigarh,"Sector 29B, Chandigarh",1,1,50
16000,Owner free Independent 150gz kothi ground floor,"Mundi Kharar Ward No 4, Kharar",2,2,1200
15000,3bhk independent house for rent in sante majra colony,"Sector 127, Mohali",3,2,1200
25000,Independent owner free flat available in chandigarh for all,"Sector 49 Sai Enclave, Chandigarh",2,2,667
35000,owner free flat 3bhk semi furnihsed for family/ working executive,"Sector 43, Chandigarh",3,2,1900
10000,Rooms available for boys girls and family,"Sector 15A, Chandigarh",2,2,1200
38000,"independent  10 marla 1st floor 3bhk 3 washrooms AC , geyser fitted","Sector 44B, Chandigarh",3,3,1900
26000,2 bhk available for all,"Sector 66B, Mohali",2,2,2000
12000,1Bhk Furnished Sunny Enclave-125 ( Westrn Home),"Sunny Enclave, Kharar",1,1,1250
24000,2BHK INDEPENDENT FLOOR AVAILABLE FOR RENT,"Sector 82, Mohali",2,2,1350
35000,2BHK FURNISHED APARTMENT AVAILABLE FOR RENT,"Sector 82, Mohali",2,3,1450
22000,2 ROOM SET FOR RENT IN SECTOR 44 C CHANDIGARH,"Sector 44C, Chandigarh",1,2,900
20000,2 ROOM SET FOR RENT IN SECTOR 32 D CHANDIGARH,"Sector 32D, Chandigarh",1,2,900
24000,Two room set Full furnished,"Sector 21D, Chandigarh",2,1,2111
24000,AC STUDIO FURNISHED APARTMENT WITH KITCHEN AND BATHROOM,"Sector 18C, Chandigarh",1,1,600
13000,2BHK & 3BHK two independent houses are available for rent.,"Guru Teg Bahadur Nagar, Kharar",2,2,1250
9000,Ac room attach bath single person,"Sector 33C, Chandigarh",1,1,821
12499,2 BHK flat for rent,"Khanpur, Kharar",2,2,900
35000,For Rent 2BHK 2nd Floor Newly 10 Marla Sector 37,"Sector 37B, Chandigarh",2,2,1500
28000,2BHK INDEPENDENT FURNISHED GROUND FLOOR FOR RENT,"Sector 82, Mohali",2,2,1800
22000,2 Rooms separate kitchen separte bathroom. Furnished set. First floor,"Sector 37A, Chandigarh",2,1,1000
22000,Two Rooms furnished. Attached kitchen bathroom independent complete,"Sector 32D, Chandigarh",2,1,1000
15000,One Room Kitchen Bathroom set. Furnished. First floor,"Sector 37A, Chandigarh",1,1,500
26000,2BHK gated society flat. Independent first floor. Ownerfree,"Sector 48, Chandigarh",2,2,1000
26000,2BHK rental First floor accommodation. Independent floor,"Sector 37A, Chandigarh",2,2,1200
39999,3 bhk flat sec 49 chandigarh 1500 sqft,"Sector 49B, Chandigarh",3,3,1600
7000,Independent owner free near highway markit available here 1rrk,"Janta Nagar, Kharar",1,1,1
25000,owner free house fully furnished 2bhk boys girls,"Sector 19C, Chandigarh",2,1,500
7000,Studio rooms availble furnished mundi kharar,"Sector 124, Mohali",1,1,1000
35000,3 bhk ground and first floor available for rent,"Sector 35C, Chandigarh",3,3,3000
14000,2 bhk for 14000,"Guru Teg Bahadur Nagar, Kharar",2,2,1500
23000,3bbk semi furnished flat wd beds,"Airport Road, Zirakpur",3,2,1355
27500,3bhk semi furnished flat wd ac n beds,"Airport Road, Zirakpur",3,3,1900
4499,Rooms available for rent in sector 123 Mohali,"Sector 123, Mohali",2,1,600
19200,"2 bhk , 2bhk fully furnished flat available for rent in gated society,","Sector 115, Mohali",2,2,1000
28500,2bhk independent flat,"Sector 22C, Chandigarh",2,2,600
15000,2 room with bathroom and kitchen,"Sector 65, Mohali",2,1,1200
16000,2bhk for rent,"Swaraj Nagar, Kharar",2,1,1500
15000,Need Family ONLY,"Sector 124, Mohali",2,2,80
11000,1 room in 2bhk flat is available,"Sector 115, Kharar",2,2,700
26300,A very beautiful house for rent,"Chachu Majra, Mohali",2,2,1400
11000,1 room in 2bhk flat  Require 1 Male person,"Sector 20D, Chandigarh",2,1,1
20000,Appartment For rent in Sunny enclave,"Sector 125, Mohali",2,2,200
20000,Only for girls,"Sector 38A, Chandigarh",1,2,500
19000,INDEPENDENT 2BHK/3BHK FLAT&KOTHI FLOORS FOR RENT,"Sunny Enclave, Kharar",2,2,1350
28000,2 bhk fully furnished,"Sector 65, Mohali",2,1,133
14000,Independent 1 bhk,"Sector 115, Mohali",1,1,150
12000,Luxury Flats,"Khanpur, Kharar",3,2,900
18000,"2bhk flat for rent,GIRLS,COUPLES,BOYS for all","Khanpur, Kharar",2,2,1100
20000,Fully Furnished 2 bedrooms in global extension 2 harlalpur sec 124,"Sunny Enclave, Kharar",2,2,940
20000,New 2bhk fully furnished flat for rent,"Sunny Enclave, Kharar",2,2,1035
20000,3 bhk newly built unfurnished independent flat,"Sector 124, Mohali",3,2,1500
21000,New Fully furnished 2 bedrooms in villa,"Sunny Enclave, Kharar",2,2,940
8000,It's 3 bhk 1 room for rent,"Khanpur, Kharar",3,3,648
32000,Flat in amayra city for families,"Khanpur, Kharar",3,3,1400
32000,Office cum Residence for rent,"Sector 30B, Chandigarh",2,2,600
60000,Newly build 3BHK Ground floor corner house semi furnished,"Sector 44A, Chandigarh",3,3,2600
25000,Independent 2BHK furnished 1st floor for family/working executive,"Sector 42B, Chandigarh",2,2,1500
42000,Ground floor 2BHK fully furnished 10 marla house sector 44,"Sector 42B, Chandigarh",2,2,2100
45000,"3 bhk+servent room 2250 sqf for rental in escon primera  ,zirakpur","Airport Road, Zirakpur",3,3,2250
23000,2Bhk Fully Furnished Newly Built 1st Floor Sunny Enclave,"Sunny Enclave, Kharar",2,2,1250
10500,Fully Furnished 1 Room for Girl,"Sector 37D, Chandigarh",1,1,100
8000,Independent  furnished 1 Room (no kitchen)with wash room availabl,"Shivalik City, Kharar",1,1,1400
23000,Fully furnished,"Jandpur, Mohali",2,2,1500
42000,3BHK FULLY FURNISHED FLOOR,"Sector 22A, Chandigarh",3,2,1621
32000,2bhk fully furnished flat,"Bhabat, Zirakpur",2,2,1500
12000,Need 2 or 3 person for room rent with 2bkh,"Sector 127, Mohali",2,2,45
12000,2BHK Flat For Rent,"Guru Teg Bahadur Nagar, Kharar",2,1,1100
8500,"PG Rooms for Students, Employees, Families","Khanpur, Kharar",1,1,200
7000,ONE ROOM SET AVAILABLE FOR RENT IN MUNDI KHARAR WITH GOOD FACILITY,"Mundi Kharar Ward No 4, Kharar",1,1,600
18000,2 bhk kothi for rent,"Guru Teg Bahadur Nagar, Kharar",2,2,800
7500,NEWLY BUILT 1RK STUDIO AC APARTMENT AVAILABLE FOR RENT IN MUNDI KHARAR,"Mandi Kharar, Kharar",1,1,600
6000,2bhk semi furnished in sunny enclave for family girls and cuple,"Sunny Enclave, Kharar",2,1,1000
26000,Independent 3 bhk unfurnished for working family only,"Sector 48, Chandigarh",3,2,1700
13000,"Near kharar busstand ,best for CU students and job professional","Dashmesh Nagar, Kharar",2,2,1000
8000,Flat for rent,"Adarsh Nagar Ward No 6, Kharar",1,1,150
20000,3BHK OWNER FREE FLAT AVAILABLE FOR RENT,"Khanpur, Kharar",3,3,1810
12000,1 bhk flat for rent in kharar,"New Hari Enclave, Kharar",1,1,750
36000,Brand New fullyfinish flat for rent,"Khanpur, Kharar",3,3,1350
7000,"One room attached kitchen , washroom open terrace","Sector 15, Kharar",1,1,1000
9000,Ac room attach bath male single only,"Sector 33C, Chandigarh",1,1,800
20000,3bhk  furnished flat for rent,"Sector 109, Mohali",3,2,1200
28000,Brand new flat,"Sector 115, Kharar",3,3,132
19000,Two room set,"Sector 43, Chandigarh",2,1,600
12000,Spacious Balcony Room Available in 2 BHK Floor,"Khanpur, Kharar",2,2,1000
20000,Fully independent owner free 2 room set in sec 49d,"Sector 49B, Chandigarh",2,1,100
20000,Owner free fully independent 2 room set in sec 49d,"Sector 49B, Chandigarh",2,1,100
6500,Room for rent only for girl near rbu and cu urgent need,"Khanpur, Kharar",2,2,250
14000,One room with kitchen and washroom,"Sector 37D, Chandigarh",1,1,1000
22000,New built up,"Sunny Enclave, Kharar",3,3,1215
9000,1 room available in 3 bhk flat,"Sector 115, Kharar",1,1,20
26000,Independent 3 bhk for working family only,"Sector 48, Chandigarh",3,2,1700
4000,Sharing room for girl,"Sector 38 West, Chandigarh",2,1,1
9000,1RK fully furnished available for rent,"Garden Colony, Kharar",1,1,500
30000,3BHK Fully Furnished Independent Flat with Branded Fitting,"Shivalik City, Kharar",3,3,1197
12000,Two bed room set,"Gillco Valley, Kharar",2,1,1800
11500,Fully independent Flat available,"Sector 43, Chandigarh",1,1,800
22000,Fully furnished 2bhk,"Sunny Enclave, Kharar",2,2,1600
9200,fully furnished room,"Jhungian, Mohali",1,1,1200
33000,3BHK fully furnished flat,"Sector 115, Mohali",3,3,1400
11000,One BHK First Floor is availble To-Let sector-115,"Khuni Majra, Mohali",1,1,900
5000,Having 2 washrooms and ac modular kithchen,"Sector 22C, Chandigarh",1,2,252
13000,1 bhk for rent,"Gobind Nagar, Kharar",1,1,900
18000,"2 BHK Flat for Rent in Milton Home, Facing Park, Family Preferred","Jandpur, Mohali",2,2,1000
17000,"2 BHK Flat, Semi Furnished","Sunny Enclave, Kharar",2,2,1080
18000,First floor vacant for rental 2 bhk park facing,"Sunny Enclave, Kharar",2,2,1125
24000,3 bhk flat for rent,"Sector 127, Mohali",3,3,1500
16000,2 BHK Flat For Rent in,"Khanpur, Kharar",2,2,1000
12000,Two room set for rent for small family,"Sector 127, Mohali",1,1,1000
15000,Family layi 2bhk kothi for rent with attached 2bathroom,"New Hari Enclave, Kharar",2,2,11
35000,2nd floor and 3rd floor,"Sector 66B, Mohali",3,3,1650
60000,4 BHK Semi/Fully Furnished Luxury Penthouse For Rent In Escon Primera,"Airport Road, Zirakpur",4,4,2150
18000,Flats Available in Chandigarh 2bhk/3bhk,"Sector 22C, Chandigarh",2,2,1100
24000,Independent 2bhk 2 washroom semi furnished sector 44,"Sector 44B, Chandigarh",2,2,1100
14500,2bhk furnished flat for rent sec 125 sunny enclave gated socity,"Sunny Enclave, Kharar",2,2,1150
30000,3bhk fully furnished luxury flat for rent on kharar kurali highway,"Kharar, Punjab",3,3,1260
30000,3bhk fully furnished luxury flat for rent with lift and power backup,"Sunny Enclave, Kharar",3,3,1250
26000,"It is a very good city, Sector 40-A Housing Board, Chandigarh.","Sector 40A, Chandigarh",2,1,755
14000,1 bhk for rent,"Khanpur, Kharar",1,1,750
13500,2 BHK NEWLY BUILT HOUSE FOR RENT FOR FAMILY CHD HIGHWAY NEAR KHARAR,"Mundi Kharar Ward No 4, Kharar",2,2,1500
10037,Girls only Ac room sharing kitchen  fridge wash room in 37,"Sector 37C, Chandigarh",1,1,200
13000,FULLY FURNISHED BROKERAGE FREE 2BHK FLAT AVAILABLE FOR RENT,"Khanpur, Kharar",2,2,810
18000,2 Rooms Kitchen Bathroom set. First floor. Independent set,"Sector 36B, Chandigarh",2,1,1000
40000,Newly built 2 storey House for Rent .,"Sunny Enclave, Kharar",4,4,1
28000,2 Bedroom Hall Kitchen Bathrooms attached. First floor,"Sector 21A, Chandigarh",2,2,1000
20000,Independent 2 room set sector 20 only small family,"Sector 20D, Chandigarh",2,1,1250
27000,Independent 2 BHK sector 27 only family,"Sector 27D, Chandigarh",2,2,1200
30000,Independent 3 BHK sector 27 only family,"Sector 27D, Chandigarh",3,2,1200
36000,Independent 4 BHK apartment sector 49,"Sector 49A, Chandigarh",4,3,1500
17000,Semi furnished 2 room set sector 20,"Sector 20D, Chandigarh",2,1,1200
6000,TOLET TWO ROOM SET,"Sector 122, Mohali",2,1,900
14000,2BHK FOR RENT FOR STUDENTS OR FAMILY,"Dashmesh Nagar, Kharar",2,1,1400
19000,2 bhk fully furnished flat available for rent,"Sector 115, Mohali",2,2,1000
15000,Onwerfree only for girls,"Sector 15, Kharar",2,2,125
15500,"Rent/PG 3 BHK &Free wifi+LPG+AC, 2 Rooms with big dinning Hall.","Gillco Valley, Kharar",3,2,900
14000,AC 2 Room set flat independent flat near Anne School shivjot Kharar.,"Guru Teg Bahadur Nagar, Kharar",2,2,3000
11000,1Bhk Semi Furnished In Sunny Enclave-125,"Sunny Enclave, Kharar",1,1,1200
31000,sector 46 2bhk fully furnished house working cont,"Sector 46C, Chandigarh",2,2,500
13000,House for rent,"New Hari Enclave, Kharar",2,2,100
14000,2BHK POCKET FRIENDLY NEAR UIC-Chandigarh University,"Khanpur, Kharar",2,2,975
14000,Two BHK fully furnished,"Khanpur, Kharar",2,2,1300
20000,House for rent,"Sunny Enclave, Kharar",3,3,140
15000,3bhk and 2bhk available in First floor for rent,"Swaraj Nagar, Kharar",3,2,1200
25000,6 person flat,"Kharar, Punjab",3,2,56
25000,2BHK Fully Furnished for rent near Nirvana Street Kharar,"Khanpur, Kharar",2,2,700
15000,2bhk First floor available for rent,"Mandi Kharar, Kharar",2,2,1350
7500,1  Room for rent,"Mander Nagar, Kharar",1,1,450
8000,it is beside future height and amayra greens,"Khanpur, Kharar",1,1,140
16000,It is beside future height and amayra greens,"Khanpur, Kharar",2,2,140
26000,2 bhk fully furnished flat uber mews gate,"Khanpur, Kharar",2,2,1
33000,Its a 3bedroom 2washroom fully furnished flat for rent,"Airport Road, Zirakpur",3,2,1450
26000,2 bhk independent house,"Guru Teg Bahadur Nagar, Kharar",2,2,1048
7000,Need a room mate,"Bansa Wali Chungi Mohalla, Kharar",2,2,100
18000,FULLY FURNISHED 2BHK WITH ALL FACILITIES,"Mundi Kharar Ward No 3, Kharar",3,2,1800
14000,First floor,"Sunny Enclave, Kharar",1,1,1250
35000,Its a 3bedroom 2 washroom apartment with 600sqft extra balcony area,"Airport Road, Zirakpur",3,2,1550
